date,thu,tinh,ngay_text,ky_hieu,special,prize1,prize2_1,prize2_2,prize3_1,prize3_2,prize3_3,prize3_4,prize3_5,prize3_6,prize4_1,prize4_2,prize4_3,prize4_4,prize5_1,prize5_2,prize5_3,prize5_4,prize5_5,prize5_6,prize6_1,prize6_2,prize6_3,prize7_1,prize7_2,prize7_3,prize7_4
2020-01-12,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/01/2020,8AB-10AB-4AB,90880,20246,07376,98111,60558,01090,36569,00440,41981,11569,2615,3860,1044,4242,5420,9608,5129,4131,3935,2159,486,938,957,08,24,53,65
2020-01-13,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/01/2020,12BZ-15BZ-9BZ,41244,61359,02004,72103,38414,14156,27571,65092,88749,28307,9615,7828,4464,3784,1657,0174,1906,1042,6267,9037,807,043,637,11,51,46,20
2020-01-14,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/01/2020,15BY-2BY-6BY,32164,40635,37076,15567,92691,33281,74665,39526,92296,83870,1990,8996,7469,0883,9658,8317,9144,8111,0488,5748,702,712,628,12,18,07,97
2020-01-15,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/01/2020,4BX-3BX-11BX,26710,35188,25581,88005,69977,85413,61620,04874,09021,00033,8791,9127,8770,6440,2126,3362,0322,1381,4294,6889,151,333,401,54,24,84,33
2020-01-16,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/01/2020,10BV-12BV-14BV,72782,22594,39470,47122,93338,58150,78231,16644,36281,68512,5160,5620,1592,3662,4591,6532,0312,9899,2437,1629,189,483,518,93,71,64,19
2020-01-17,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/01/2020,4BU-6BU-16BU-11BU,97571,47197,47647,17744,47592,26520,30084,79871,81710,50342,9731,0247,2568,7406,0171,9849,8978,7302,5438,0464,646,470,572,74,71,84,28
2020-01-18,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/01/2020,12BT-9BT-5BT,34706,91118,29837,38146,01080,08089,62709,14042,77255,32218,7951,0481,4730,3337,9871,3345,9998,3635,0850,8174,849,764,801,89,71,59,48
2020-01-19,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/01/2020,12BS-7BS-1BS,70921,78137,52621,09836,49174,25062,29639,72434,50650,72551,2876,1724,2521,0811,2216,4705,1224,5372,5371,6946,939,228,392,23,11,34,95
2020-01-20,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/01/2020,13BR-2BR-9BR,12850,03659,26439,17297,27533,78672,59665,65497,54163,38041,9951,0819,5524,9011,6409,2308,9319,9272,0196,2832,148,820,476,13,85,37,44
2020-01-21,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/01/2020,12BQ-2BQ-14BQ,38897,09947,29502,67025,40848,77158,57065,97513,74163,35801,2195,3772,3854,2571,7240,5872,0635,8119,3443,6493,217,907,387,61,06,55,85
2020-01-22,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/01/2020,20BP-16BP-17BP-19BP,96449,52583,93321,98092,17331,26817,85451,69594,06675,87955,5529,4843,2949,7470,6176,6348,0911,8642,4495,6078,636,657,898,58,09,30,62
2020-01-28,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/01/2020,4BM-3BM-16BM-18BM-17BM-23BM-19BM-9BM-10BM-21BM,50940,61595,62673,20963,64633,38451,18368,88126,51387,30959,7681,8313,1540,2748,3113,4529,5433,7102,5246,7745,183,207,117,84,90,81,04
2020-01-29,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/01/2020,1BL-7BL-2BL-3BL-11BL-10BL,80389,25483,88063,96879,63525,80194,84035,38002,16999,03788,9063,4198,3365,5477,0293,2410,0115,3721,0487,2874,295,877,420,13,28,15,82
2020-01-30,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/01/2020,12BK-15BK-2BK-10BK-14BK-9BK,75712,18292,96758,11823,40538,22605,79421,43575,28804,22460,7038,2845,2679,3185,7983,2541,7897,5141,2017,1211,989,352,051,65,23,82,34
2020-01-31,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/01/2020,3BH-9BH-14BH-7BH-8BH-15BH,49715,85264,96066,05684,05012,54869,33836,92715,95769,76899,3638,8476,9949,4375,2339,2488,7443,0122,7183,2751,361,053,051,68,54,29,61
2020-02-01,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/02/2020,3BG-7BG-4BG,72130,80885,17263,71468,22827,36430,10446,48639,91841,63775,2339,5617,8901,1422,8062,1699,5607,3339,5532,8448,465,525,415,22,71,82,57
2020-02-02,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/02/2020,3BF-11BF-9BF,79434,49618,79266,18958,69538,62473,83553,39118,45763,77596,7410,7416,7192,9310,2805,0521,3692,4072,9192,6230,581,750,740,40,89,38,11
2020-02-03,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/02/2020,9BE-12BE-1BE,63107,48878,90850,97357,05925,39211,87578,78449,18199,21479,5188,2373,2791,4644,9407,7549,4211,5099,2525,9737,500,611,009,85,30,97,68
2020-02-04,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/02/2020,11BD-8BD-10BD,44410,80399,60233,19813,37273,22767,28665,57161,35703,23010,2192,4561,5864,1973,7228,2741,3932,6198,4310,4595,636,041,459,07,79,54,11
2020-02-05,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/02/2020,7BC-13BC-11BC,97615,16340,89362,29868,78216,32362,57921,95776,49042,09268,7310,2074,8384,4593,2767,0985,2000,2605,5893,7945,386,509,866,94,59,18,97
2020-02-06,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/02/2020,12BA-4BA-5BA,26275,35468,15859,88339,81900,36763,36696,76233,97346,00817,8776,6377,8509,1558,9296,2986,2325,5333,3052,2149,525,480,012,08,12,00,56
2020-02-07,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/02/2020,12CZ-14CZ-13CZ,14973,31007,98439,51996,66382,25328,33295,95453,50326,81590,1506,6872,0979,1102,8774,8759,1943,4848,4121,6643,418,419,249,40,71,18,12
2020-02-08,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/02/2020,11CY-4CY-2CY-19CY,22191,97112,40888,39940,39500,73056,14865,94839,85281,96191,1620,0731,2825,6430,3602,9578,1397,3671,4851,7642,954,016,641,15,59,64,52
2020-02-09,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/02/2020,14CX-12CX-1CX,60347,72943,52500,63708,29081,28839,14561,09823,02094,44851,7678,5015,8660,1068,0871,8747,8892,8217,4766,6409,373,543,017,04,78,48,87
2020-02-10,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/02/2020,12CV-13CV-1CV,96045,92206,82719,89221,00378,93384,44460,78077,14462,04857,5402,7559,5196,7398,7441,0578,7326,2101,6102,5076,784,097,225,69,99,64,83
2020-02-11,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/02/2020,2CU-10CU-6CU,07696,05052,30163,69705,97394,82663,27996,19116,09205,85254,0137,4297,8811,5555,1133,1664,6194,5111,1536,5086,368,494,493,70,03,36,84
2020-02-12,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/02/2020,8CT-7CT-9CT,19747,36897,52338,58777,48048,58519,57844,18354,30165,42681,1696,8880,0159,6349,8361,8029,2755,9397,3422,0364,368,843,762,64,71,47,49
2020-02-13,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/02/2020,12CS-8CS-14CS,54232,25908,23623,36836,36173,85434,13354,41469,76130,24489,7613,0931,7469,2485,5822,0856,1896,8077,4113,4624,828,606,006,05,29,76,07
2020-02-14,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/02/2020,7CR-2CR-11CR,51855,08402,81863,94490,50504,49212,24274,15269,72405,57083,6841,4789,6299,3683,9592,2305,9625,4188,7762,2244,069,488,621,34,68,33,70
2020-02-15,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/02/2020,10CQ-6CQ-7CQ,47417,56746,02208,90927,42888,58732,05678,39250,46376,08543,4057,1320,5051,8760,5996,4963,9132,4440,9148,8146,948,740,043,41,30,88,99
2020-02-16,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/02/2020,11CP-10CP-12CP,00776,68932,60349,63294,01367,85984,96456,91023,80589,71089,2223,1433,1393,6940,7978,5073,4795,6977,0954,9081,205,437,904,49,92,75,51
2020-02-17,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/02/2020,8CN-11CN-5CN,99817,69356,53268,37870,86212,64009,75190,95157,78289,80249,6853,0621,9077,0265,9850,5104,0004,8241,5178,0210,377,170,135,70,42,23,92
2020-02-18,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/02/2020,13CM-6CM-5CM,06616,32033,10879,99942,63475,76892,07176,13773,23291,52816,7953,6150,7212,0409,7326,8802,2501,6687,3471,8773,270,964,103,48,41,40,59
2020-02-19,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/02/2020,5CL-1CL-10CL,90398,38353,12735,48565,16557,64873,58369,16733,89160,33499,2676,3211,4182,2239,1410,9893,6515,8217,3450,8057,345,359,475,85,37,52,50
2020-02-20,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/02/2020,9CK-14CK-2CK,22204,15061,10606,26736,99942,79268,04489,14967,69815,07814,8749,4107,2844,2015,1999,8055,8891,3495,5148,1505,883,194,394,93,31,40,22
2020-02-21,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/02/2020,12CH-8CH-14CH,36089,26541,33678,81840,88284,23901,70618,26101,96261,59205,6019,0705,1674,8595,8929,7766,5065,5562,6785,3432,174,366,533,57,40,61,67
2020-02-22,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/02/2020,12CG-7CG-3CG,37647,52140,89553,90068,44299,40219,65973,97734,71363,33287,5186,0315,8723,2476,0514,7691,4034,7789,0370,5295,078,684,757,33,60,62,32
2020-02-23,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/02/2020,8CF-7CF-9CF,36144,93004,25702,82940,08697,31608,74878,98769,17003,02375,5161,6520,8407,2857,2068,5776,5063,3226,8275,7871,777,765,975,42,73,24,38
2020-02-24,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/02/2020,13CE-4CE-11CE,91609,82206,26860,61989,51549,14541,31054,96070,20841,13121,4250,7746,8751,8613,2838,1219,1634,6563,9437,4937,611,523,835,31,68,80,65
2020-02-25,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/02/2020,10CD-14CD-12CD,37376,12891,22279,64999,31411,55239,92987,31305,21887,46023,9693,9579,0168,4861,8140,1306,9418,4642,9004,6377,948,266,172,50,76,24,36
2020-02-26,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/02/2020,2CB-4CB-10CB,23146,98019,87234,29114,91980,99298,92782,18805,91851,02412,9570,4164,8316,1663,1814,6391,8882,5430,7287,3653,403,810,362,83,96,47,19
2020-02-27,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/02/2020,6CA-5CA-8CA,26422,29343,35383,77943,62852,93482,53844,55177,79573,40786,3712,0691,5662,2082,3891,9905,7400,6147,7958,6420,194,020,360,52,81,07,06
2020-02-28,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/02/2020,6DZ-11DZ-12DZ,45982,62271,76182,59955,72241,64855,42396,76780,05407,18088,0834,0924,1415,6482,0609,5070,1146,4157,9139,3659,804,723,789,65,98,27,96
2020-02-29,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/02/2020,1DY-5DY-13DY,80805,71818,88766,13763,55750,78938,52389,71702,44422,82346,7287,1433,9786,7570,9568,2954,6203,3326,6645,3852,915,810,212,94,10,05,01
2020-03-01,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/03/2020,12DX-4DX-14DX,04635,24477,92504,48155,91788,96646,01218,09416,92449,38877,3072,3669,3689,7911,2609,0708,1715,5013,7401,9860,062,672,747,18,30,81,19
2020-03-02,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/03/2020,7DV-9DV-11DV,73787,32978,82365,65300,32078,35556,19862,70756,61815,40242,2323,9382,4812,5049,4577,2820,0337,9518,4758,8860,247,296,506,85,66,74,94
2020-03-03,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/03/2020,6DU-11DU-15DU,38823,33276,12937,37028,36500,35499,85025,81514,69229,78054,8592,1640,4926,2018,9288,9910,2811,4281,7653,4235,998,658,806,66,16,72,35
2020-03-04,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/03/2020,11DT-12DT-9DT,51223,77441,02185,05377,96983,92114,30946,32779,10349,83058,7197,0353,4493,7508,9413,6577,6324,2265,2398,4204,159,698,754,50,31,38,61
2020-03-05,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 05/03/2020,14DS-9DS-5DS,52991,47359,44551,54484,25666,68705,40379,60476,77838,35907,6198,1793,9390,5253,4866,7097,9363,2380,4177,4853,483,781,539,33,26,05,04
2020-03-06,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 06/03/2020,7DR-10DR-6DR,78854,13173,62902,03693,45332,16300,90057,90003,75573,23758,6138,6326,0423,9311,3204,6373,0188,0021,5847,4798,677,363,157,00,83,71,17
2020-03-07,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 07/03/2020,12DQ-11DQ-5DQ,87368,73173,27036,54544,77812,59408,72899,82344,73114,19856,5565,2531,8203,5162,1387,1730,3015,3276,7577,7061,910,058,275,06,83,85,12
2020-03-08,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 08/03/2020,12DP-3DP-11DP,55060,09692,35242,33557,85243,84377,31610,46002,05394,84921,1848,1585,6292,1640,9995,8722,2765,2735,4543,0129,461,055,185,03,73,33,53
2020-03-09,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 09/03/2020,4DN-6DN-8DN,95973,03777,43096,02288,32579,37853,22678,40864,96861,18906,6471,6581,6602,2389,7956,6879,7209,5214,2437,0928,182,761,885,64,80,76,95
2020-03-10,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 10/03/2020,2DM-10DM-11DM,83549,12329,92542,35165,59764,46481,97051,57851,13914,77505,6407,6019,6797,0379,2990,8896,1664,5590,1955,2214,206,597,471,99,01,17,63
2020-03-11,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 11/03/2020,1DL-12DL-10DL,29224,68194,43580,38840,08329,31050,05198,46360,11025,51779,0725,2359,2302,6234,4629,1141,8702,0626,9691,8499,445,065,174,45,79,21,11
2020-03-12,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 12/03/2020,10DK-13DK-12DK,74951,27007,55721,08593,13339,57361,72694,54853,93029,66362,4054,8582,4532,3578,4231,8198,5918,7332,6121,2635,209,821,619,44,56,01,47
2020-03-13,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 13/03/2020,11DH-2DH-4DH,73118,09141,98087,40822,52331,72524,22989,13005,58740,98211,8423,1719,7100,9083,1384,9262,9040,8400,5081,4900,852,814,387,92,82,02,99
2020-03-14,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 14/03/2020,8DG-13DG-9DG,18915,50209,46360,69622,71028,51970,15750,01316,58671,85924,4090,5861,4710,2972,0181,0274,3505,8715,4113,8599,714,187,621,98,35,02,15
2020-03-15,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 15/03/2020,10DF-13DF-8DF,18901,74415,31161,20773,23514,55646,06937,73046,12636,49186,1400,5832,8251,7684,5471,2988,2124,3514,4015,7120,530,898,156,85,10,24,18
2020-03-16,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 16/03/2020,14DE-8DE-15DE,28322,07557,65702,27990,64263,88400,71845,11256,02428,45940,2686,1044,5988,9434,1010,0574,1724,0566,4075,7615,998,974,058,30,77,00,29
2020-03-17,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 17/03/2020,15DC-7DC-5DC,52267,49403,94349,97172,14746,72269,73511,34127,52035,82697,7351,7084,4566,0590,9343,0788,8915,6238,4912,1830,382,411,324,93,25,74,65
2020-03-18,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 18/03/2020,6DB-14DB-13DB,81489,16279,16833,13453,33416,18422,62872,73341,70559,86064,1492,1565,5294,7895,2797,2218,9847,4788,1000,7626,251,694,594,12,54,28,90
2020-03-19,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 19/03/2020,1DA-12DA-7DA,85074,33372,86985,36432,11074,01151,29579,69251,13863,22942,7227,6123,0804,6806,8004,8389,3963,1822,4929,3867,110,971,212,81,19,36,79
2020-03-20,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 20/03/2020,8EZ-11EZ-2EZ,85736,50768,07778,01694,95155,67664,71816,05675,80446,19342,6841,3562,0268,3456,2591,1791,1714,7101,4306,4871,831,374,331,74,73,89,21
2020-03-21,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 21/03/2020,14EY-11EY-3EY,55521,17703,75598,49924,56896,96015,37437,74398,25272,85690,1428,0443,7921,4724,3314,3035,1677,7751,8334,7586,612,214,306,91,48,90,26
2020-03-22,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 22/03/2020,5EX-9EX-4EX,46024,31360,46433,27853,97952,29276,39119,02095,44500,12422,0613,2813,8135,9527,1434,4104,0658,7369,9922,0272,191,310,917,48,09,87,08
2020-03-23,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/03/2020,9EV-11EV-10EV,36123,74096,74963,90401,72038,89615,92996,48654,74774,28017,5815,9852,8219,0411,3975,8310,6703,4557,0504,7487,551,090,914,56,87,07,93
2020-03-24,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/03/2020,10EU-7EU-14EU,31578,73112,34793,13159,49320,52222,39477,62863,00021,73974,7605,8743,3931,4385,1116,0788,8887,1437,2565,0929,448,498,085,99,42,59,95
2020-03-25,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/03/2020,7ET-8ET-2ET,54296,54643,85240,19833,47082,32268,46213,34273,56000,09457,5564,0066,2488,4437,7455,3884,3745,8018,4711,4882,184,517,673,68,19,21,48
2020-03-26,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/03/2020,12ES-11ES-2ES,94135,22095,09748,36993,72676,03613,18638,00004,49295,78138,0172,3503,5464,8693,4512,8354,8195,3258,7506,9634,910,855,136,06,93,82,80
2020-03-27,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/03/2020,5ER-11ER-3ER,33555,52557,50894,51062,17067,41228,31970,92048,36571,26045,4978,9209,8932,8979,9923,2793,6344,1138,5679,5484,204,276,911,82,38,99,54
2020-03-28,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/03/2020,2EQ-7EQ-14EQ,91159,40109,87459,66379,97314,60879,30091,10908,57906,96546,6281,0402,5637,7531,3528,3363,6791,7953,1195,6735,815,758,345,74,03,10,23
2020-03-29,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/03/2020,3EP-6EP-5EP,28914,63988,66992,90797,99095,26209,16780,19311,58837,67813,5147,2189,6051,0363,3597,7479,9223,4583,2266,4751,342,556,502,24,66,52,88
2020-03-30,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/03/2020,12EN-5EN-9EN,42902,92559,98712,08709,03080,71055,13663,02249,36140,28867,1559,3221,3343,0895,4639,7093,8482,4906,2576,9849,314,495,258,55,94,79,05
2020-03-31,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 31/03/2020,5EM-14EM-10EM,98819,44179,96294,96108,61368,22973,51191,28270,11119,11461,6484,4112,0063,8515,4555,2238,0157,5358,6076,8185,957,130,489,17,45,96,10
2020-04-23,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 23/04/2020,8FK-9FK-15FK,54503,52470,22018,38528,21122,43403,38231,62794,44286,27608,5226,2490,8491,8209,9606,4762,9118,4523,7644,1846,995,858,210,32,03,81,08
2020-04-24,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 24/04/2020,12FH-2FH-4FH,69550,91137,77402,41845,17750,42618,21199,45081,34758,55910,8869,0707,1171,8471,3327,5393,7018,6271,8763,0361,979,603,061,46,12,49,81
2020-04-25,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 25/04/2020,1FG-10FG-7FG,46625,35206,37924,07487,52488,16580,35819,94080,77434,12598,0183,4347,7198,2786,9594,8168,4620,1042,5478,6685,042,860,113,14,40,50,46
2020-04-26,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 26/04/2020,12FE-9FE-7FE,90667,18768,61098,82819,66559,79693,39067,88540,84522,10917,6455,7806,1737,8110,1884,2203,3664,2606,3478,3633,395,280,985,08,75,40,42
2020-04-27,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 27/04/2020,15FD-14FD-9FD,77561,86201,33416,13287,40427,74012,19445,50825,50002,44156,8889,9173,7790,9358,0473,6488,5491,8777,7960,1618,841,862,589,21,91,28,58
2020-04-28,Thứ ba,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 28/04/2020,3FC-2FC-8FC,69063,34806,31536,32927,40236,10533,16407,10122,05568,50341,8680,5441,6495,2972,4446,0813,7173,4469,9458,5070,716,597,231,83,34,49,25
2020-04-29,Thứ tư,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 29/04/2020,15FB-8FB-12FB-17FB,97298,00962,79229,50233,09152,40739,13373,10734,32955,44862,1888,5740,6272,1396,1017,7460,7603,1870,6564,0775,547,058,536,03,72,51,06
2020-04-30,Thứ năm,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 30/04/2020,8FA-12FA-15FA,06702,26083,13622,41709,21105,07116,87934,85218,70692,00542,1871,8988,5555,7775,9361,1394,5433,0780,8923,5972,945,995,032,37,69,19,99
2020-05-01,Thứ sáu,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 01/05/2020,13GZ-1GZ-9GZ,29166,05369,19343,16172,35371,73725,30299,42084,59941,72698,5746,6151,2895,0556,9388,5994,2799,6934,4285,0820,802,598,382,64,68,38,69
2020-05-02,Thứ bảy,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 02/05/2020,13GY-6GY-4GY,82632,20684,31934,37670,27570,98555,72812,08787,04400,77159,5801,0218,7330,3194,3831,6694,0245,3123,9743,1614,952,824,128,99,24,70,46
2020-05-03,Chủ nhật,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 03/05/2020,1GX-11GX-3GX,08247,89507,37009,55789,05454,78208,26771,37657,41916,82114,4828,3542,6890,6718,8757,7473,3139,6788,2868,4763,780,885,974,55,84,15,86
2020-05-04,Thứ hai,KẾT QUẢ XỔ SỐ Miền Bắc,Ngày: 04/05/2020,9GV-11GV-3GV,36662,62017,63184,55310,01889,14329,88948,49653,47179,12429,2993,4691,1201,6781,9622,9530,5708,1983,5310,4259,567,622,767,79,97,80,22
